code,title,first_author,first_author_org,all_authors,session,type,date,time,place,categories,has_fulltext,url
IP01-29,"IP01-29: Bridging the Gap at Cutler Center for Men: Early Outcomes from a Comprehensive, Navigation-Based Model of Preventive Care",George Gheordunescu,UH Cleveland Medical Center,George Gheordunescu,IP01: Improving Access and Outcomes Across All Populations I,Abstract,2026-05-15,07:00,145AB,,no,https://app.swapcard.com/event/2026-annual-meeting-washington-dc/planning/UGxhbm5pbmdfNDM4NDYyNw==
IP01-30,IP01-30: Surgical Glove Sizing Disparities Among Operating Room Staff: A Multi-Institutional Analysis,Mimi Nguyen,Mayo Clinic Arizona,Mimi Nguyen,IP01: Improving Access and Outcomes Across All Populations I,Abstract,2026-05-15,07:00,145AB,,no,https://app.swapcard.com/event/2026-annual-meeting-washington-dc/planning/UGxhbm5pbmdfNDM4NTM4Nw==
IP02-01,IP02-01: Metabolomics analysis identifies serum biomarkers predicting risk of intravesical tumorrecurrence after intravesical Bacillus Calmette–Guérin therapy (BCG) in patients withnon-muscle invasive bladder cancer,Makito Miyake,"Urology, Nara Medical University",Makito Miyake,IP02: Bladder Cancer: Non-invasive I,Abstract,2026-05-15,07:00,146A,,no,https://app.swapcard.com/event/2026-annual-meeting-washington-dc/planning/UGxhbm5pbmdfNDM4NDYyNg==
IP02-02,IP02-02: Dynamic Prediction of Recurrence and Progression Risk in Non-Muscle Invasive Bladder Cancer Using Conditional Survival: A SEER-Medicare Analysis,Jamil Almohtasib,Beth Israel Deaconess Medical Center,Jamil Almohtasib,IP02: Bladder Cancer: Non-invasive I,Abstract,2026-05-15,07:00,146A,,no,https://app.swapcard.com/event/2026-annual-meeting-washington-dc/planning/UGxhbm5pbmdfNDM4NTM4OA==
IP02-03,IP02-03: Prospective Open-Label Study to Evaluate the Safety and Efficacy of Intravesical Sustained-Release Gemcitabine Docetaxel combination (NDV-01) in High-Risk NMIBC: Update with 9-month Complete Response Data,Boris Chertin,Shaare Zedek Medical Center,Boris Chertin,IP02: Bladder Cancer: Non-invasive I,Abstract,2026-05-15,07:00,146A,,no,https://app.swapcard.com/event/2026-annual-meeting-washington-dc/planning/UGxhbm5pbmdfNDM4NDYzMw==
IP02-04,IP02-04: ADVANCED-2 (Cohort A): Preliminary Efficacy and Safety Data in BCG-Naïve Participants With High-Grade Non-Muscle Invasive Bladder Cancer,Mark Tyson,Mayo Clinic,Mark Tyson,IP02: Bladder Cancer: Non-invasive I,Abstract,2026-05-15,07:00,146A,,no,https://app.swapcard.com/event/2026-annual-meeting-washington-dc/planning/UGxhbm5pbmdfNDM4NDYzMQ==
IP02-05,IP02-05: Cost-Effectiveness Analysis of Sasanlimab plus BCG for High-Risk Non-muscle Invasive Bladder Cancer (NMIBC): Analysis From CREST,Daniel Joyce,Vanderbilt University Medical Center,Daniel Joyce,IP02: Bladder Cancer: Non-invasive I,Abstract,2026-05-15,07:00,146A,,no,https://app.swapcard.com/event/2026-annual-meeting-washington-dc/planning/UGxhbm5pbmdfNDM4NDYzNA==
IP02-06,IP02-06: Prognostic Outcomes Comparing Upfront Radical Cystectomy and Primary BCG Therapy in Very-High Risk Non-Muscle Invasive Bladder Cancer: An Updated Analysis in the Modern BCG Era,Sagar Patel,MD Anderson Cancer Center,Sagar Patel,IP02: Bladder Cancer: Non-invasive I,Abstract,2026-05-15,07:00,146A,,no,https://app.swapcard.com/event/2026-annual-meeting-washington-dc/planning/UGxhbm5pbmdfNDM4NDYzNg==
IP02-07,IP02-07: Holmium Laser En Bloc Resection vs Monopolar TURBT for Bladder Tumors >3 cm: A Prospective Randomized Trial—Interim Analysis,Leopoldo Ribeiro-Filho,University os Sao Paulo,Leopoldo Ribeiro-Filho,IP02: Bladder Cancer: Non-invasive I,Abstract,2026-05-15,07:00,146A,,no,https://app.swapcard.com/event/2026-annual-meeting-washington-dc/planning/UGxhbm5pbmdfNDM4NTM4OQ==
IP02-08,IP02-08: Efficacy of Nadofaragene firadenovec in Doubly Resistant Patients: A Real World Case Series,Brandon Ward,Yale Department of Urology,Brandon Ward,IP02: Bladder Cancer: Non-invasive I,Abstract,2026-05-15,07:00,146A,,no,https://app.swapcard.com/event/2026-annual-meeting-washington-dc/planning/UGxhbm5pbmdfNDM4NDY0MQ==
IP02-09,IP02-09: Development and Validation of a Urinary Extracellular Vesicle miRNA-Pair Model for the Non-Invasive Diagnosis of Urothelial Carcinoma,Yucai Wu,,Yucai Wu,IP02: Bladder Cancer: Non-invasive I,Abstract,2026-05-15,07:00,146A,,no,https://app.swapcard.com/event/2026-annual-meeting-washington-dc/planning/UGxhbm5pbmdfNDM4NDYzOQ==
IP02-10,IP02-10: Macrophage-encapsulated Engineered EcN Expressing IL-15&IL-15Ra Fusion Protein Enhances Therapeutic efficacy in Intravesical Therapy,Rong Yang,,Rong Yang,IP02: Bladder Cancer: Non-invasive I,Abstract,2026-05-15,07:00,146A,,no,https://app.swapcard.com/event/2026-annual-meeting-washington-dc/planning/UGxhbm5pbmdfNDM4NDY0Ng==
IP02-11,IP02-11: Predicting Cancer-Specific Mortality in Non-Muscle-Invasive Bladder Cancer: Comparative Performance of AUA vs EAU Risk Classifications,Alfonso Santangelo,San Raffaele,Alfonso Santangelo,IP02: Bladder Cancer: Non-invasive I,Abstract,2026-05-15,07:00,146A,,no,https://app.swapcard.com/event/2026-annual-meeting-washington-dc/planning/UGxhbm5pbmdfNDM4NDY0Mw==
IP02-12,IP02-12: Risk Stratification of Ta High-Grade Non–Muscle Invasive Bladder Cancer: Insights from a Multicenter Cohort Study,Paolo Zaurito,"IRCSS San Raffaele Hospital, Milan, Italy",Paolo Zaurito,IP02: Bladder Cancer: Non-invasive I,Abstract,2026-05-15,07:00,146A,,no,https://app.swapcard.com/event/2026-annual-meeting-washington-dc/planning/UGxhbm5pbmdfNDM4NDY0NQ==
IP02-14,IP02-14: Therapy-Induced Tertiary Lymphoid Structures in the Tumor Microenvironment Reflect Immune Reprogramming After Intravesical Bacillus Calmette-Guerin for non-muscle invasive bladder cancer,Daiki Ikarashi,Iwate Medical University,Daiki Ikarashi,IP02: Bladder Cancer: Non-invasive I,Abstract,2026-05-15,07:00,146A,,no,https://app.swapcard.com/event/2026-annual-meeting-washington-dc/planning/UGxhbm5pbmdfNDM4NDY0Nw==
IP02-15,IP02-15: BCG therapy reshapes the urinary microbiome and immune cell landscape in non–muscle-invasive bladder cancer,Yuki Oda,Department of Urology,Yuki Oda,IP02: Bladder Cancer: Non-invasive I,Abstract,2026-05-15,07:00,146A,,no,https://app.swapcard.com/event/2026-annual-meeting-washington-dc/planning/UGxhbm5pbmdfNDM4NDY0OQ==
IP02-16,IP02-16: Single-Center Prospective Study of Transurethral Gas-Bladder Ultrasonic Scalpel Bladder Tumor Resection: A Report on Technical Feasibility and Preliminary Efficacy,Shujun Yang,Chinese PLA General Hospital,Shujun Yang,IP02: Bladder Cancer: Non-invasive I,Abstract,2026-05-15,07:00,146A,,no,https://app.swapcard.com/event/2026-annual-meeting-washington-dc/planning/UGxhbm5pbmdfNDM4NDY1Mw==
IP02-17,IP02-17: A Randomized Multicenter Crossover Study to Evaluate Patient Preference and Satisfaction with Urine-Based Molecular Testing versus Cystoscopy for Surveillance of Non-Muscle-Invasive Bladder Cancer (NMIBC),Lauren Mestas,Mayo Clinic - AZ,Lauren Mestas,IP02: Bladder Cancer: Non-invasive I,Abstract,2026-05-15,07:00,146A,,no,https://app.swapcard.com/event/2026-annual-meeting-washington-dc/planning/UGxhbm5pbmdfNDM4NTM5MA==
IP02-18,IP02-18: Impact of chronic kidney disease on prognosis in patients with high-risk non-muscle-invasive bladder cancer who underwent adjuvant bacillus Calmette-Guérin therapy,Naoki Fujita,Hirosaki University Graduate School of Medicine,Naoki Fujita,IP02: Bladder Cancer: Non-invasive I,Abstract,2026-05-15,07:00,146A,,no,https://app.swapcard.com/event/2026-annual-meeting-washington-dc/planning/UGxhbm5pbmdfNDM4NDY1Mg==
IP02-19,IP02-19: Prognostic significance of symptom-driven recurrence in high-risk non-muscle-invasive bladder cancer,Naoki Fujita,Hirosaki University Graduate School of Medicine,Naoki Fujita,IP02: Bladder Cancer: Non-invasive I,Abstract,2026-05-15,07:00,146A,,no,https://app.swapcard.com/event/2026-annual-meeting-washington-dc/planning/UGxhbm5pbmdfNDM4NDY1NQ==
IP02-20,IP02-20: Immune Microenvironment Signatures of Response to Cretostimogene Grenadenorepvec in BCG-Unresponsive Non–Muscle Invasive Bladder Cancer,Taylor Goodstein,,Taylor Goodstein,IP02: Bladder Cancer: Non-invasive I,Abstract,2026-05-15,07:00,146A,,no,https://app.swapcard.com/event/2026-annual-meeting-washington-dc/planning/UGxhbm5pbmdfNDM4NTM5MQ==
IP02-21,IP02-21: Longitudinal Quality of Life After Radical Cystectomy: A Comparative Analysis of Overall Trends between muscle-invasive versus non-muscle-invasive bladder cancer.,Rocco Simone Flammia,,Rocco Simone Flammia,IP02: Bladder Cancer: Non-invasive I,Abstract,2026-05-15,07:00,146A,,no,https://app.swapcard.com/event/2026-annual-meeting-washington-dc/planning/UGxhbm5pbmdfNDM4NDY1OQ==
IP02-22,"IP02-22: Survival Outcomes of BCG only, BCG plus EMDA-MMC, or Upfront Radical Cystectomy in High-Risk Non-Muscle Invasive Bladder Cancers (NMIBCs): A Multicentre Collaborative Study from Two Independent Tertiary Referral Institutions",Benjamin Chung,Stanford University School of Medicine,Benjamin Chung,IP02: Bladder Cancer: Non-invasive I,Abstract,2026-05-15,07:00,146A,,no,https://app.swapcard.com/event/2026-annual-meeting-washington-dc/planning/UGxhbm5pbmdfNDM4NDY2MA==
IP02-23,IP02-23: Duration of response to UGN-102 by age at baseline across 3 clinical trials in patients with low-grade intermediate-risk bladder cancer,Ashish Kamat,MD Anderson Cancer Center,Ashish Kamat,IP02: Bladder Cancer: Non-invasive I,Abstract,2026-05-15,07:00,146A,,no,https://app.swapcard.com/event/2026-annual-meeting-washington-dc/planning/UGxhbm5pbmdfNDM4NDY2Mg==
IP02-24,IP02-24: Patient Experiences and Preferences for Chemoablation and Intravesical Drug-Releasing Systems in Non-Muscle-Invasive Bladder Cancer — A Mixed-Methods Study,Zeeshan Zubair,,Zeeshan Zubair,IP02: Bladder Cancer: Non-invasive I,Abstract,2026-05-15,07:00,146A,,no,https://app.swapcard.com/event/2026-annual-meeting-washington-dc/planning/UGxhbm5pbmdfNDM4NDY2Nw==
IP02-25,IP02-25: Predictors of Disease Recurrence and Progression of Non-Muscle-Invasive Bladder Cancer Following En Bloc Resection of Bladder Tumour,Mahmoud Laymon,"urology and nephrology center, Mansoura University, Egypt",Mahmoud Laymon,IP02: Bladder Cancer: Non-invasive I,Abstract,2026-05-15,07:00,146A,,no,https://app.swapcard.com/event/2026-annual-meeting-washington-dc/planning/UGxhbm5pbmdfNDM4NTM5Mg==
IP02-26,IP02-26: Development of a Non-Muscle Invasive Bladder Cancer (NMIBC) Genomic Score (NGS) that Outperforms Clinical Parameters to Predict Early BCG Failure,Jacob Lang,New York Presbyterian-Weill Cornell Medicine,Jacob Lang,IP02: Bladder Cancer: Non-invasive I,Abstract,2026-05-15,07:00,146A,,no,https://app.swapcard.com/event/2026-annual-meeting-washington-dc/planning/UGxhbm5pbmdfNDM4NDY2NQ==
IP02-27,IP02-27: Safety and Technical Feasibility Outcomes of En Bloc Resection of Bladder Tumour: First Analysis from The Global ERBT Registry,Jeremy Teoh,The Chinese University of Hong Kong,Jeremy Teoh,IP02: Bladder Cancer: Non-invasive I,Abstract,2026-05-15,07:00,146A,,no,https://app.swapcard.com/event/2026-annual-meeting-washington-dc/planning/UGxhbm5pbmdfNDM4NDY3MQ==
IP02-28,IP02-28: AI-informed Quantitative Mitosis Index Predicts BCG Maintenance Therapy benefit in High-Risk Non–Muscle-Invasive Bladder Cancer,Naoto Tokuyama,Shin-Yurigaoka,Naoto Tokuyama,IP02: Bladder Cancer: Non-invasive I,Abstract,2026-05-15,07:00,146A,,no,https://app.swapcard.com/event/2026-annual-meeting-washington-dc/planning/UGxhbm5pbmdfNDM4NDY2OQ==
IP02-29,IP02-29: Reduced versus full dose BCG maintenance in NMIBC patients treated with full dose induction: A matched analysis,Alexandre Zlotta,Mount Sinai Hospital,Alexandre Zlotta,IP02: Bladder Cancer: Non-invasive I,Abstract,2026-05-15,07:00,146A,,no,https://app.swapcard.com/event/2026-annual-meeting-washington-dc/planning/UGxhbm5pbmdfNDM4NDY3MA==
IP02-30,"IP02-30: Development of a Machine Learning-Driven, Nanoscale Imaging Platform for Non-invasive Bladder Cancer Diagnosis in a Prospective, Cross-sectional, Case-Controlled Study",Emily Huang,Houston Methodist Hospital,Emily Huang,IP02: Bladder Cancer: Non-invasive I,Abstract,2026-05-15,07:00,146A,,no,https://app.swapcard.com/event/2026-annual-meeting-washington-dc/planning/UGxhbm5pbmdfNDM4NDY3NA==
IP03-01,IP03-01: Incidental prostate cancer detection following robot-assisted simple prostatectomy versus holmium laser enucleation of the prostate in men with large benign prostatic hyperplasia: results from a high-volume European referral centre,Attilio Barretta,"Division of Urology, IRCCS Azienda Ospedaliero-Universitaria di Bologna, Bologna, Italy",Attilio Barretta,IP03: Benign Prostatic Hyperplasia: Surgical Therapy & New Technology I,Abstract,2026-05-15,07:00,146B,,no,https://app.swapcard.com/event/2026-annual-meeting-washington-dc/planning/UGxhbm5pbmdfNDM4NDY3Mw==
IP03-02,IP03-02: Quality of Life and Early Outcomes Following External Beam Radiotherapy After Holmium Laser Enucleation (HoLEP): A Propensity-Matched Cohort Study,Zachary Muench,University of Wisconsin School of Medicine and Public Health,Zachary Muench,IP03: Benign Prostatic Hyperplasia: Surgical Therapy & New Technology I,Abstract,2026-05-15,07:00,146B,,no,https://app.swapcard.com/event/2026-annual-meeting-washington-dc/planning/UGxhbm5pbmdfNDM4NDY3OA==
IP03-03,"IP03-03: Comparing Short Term Perioperative Outcomes for Transurethral Resection of the Prostate, Photoselective Vaporization, and Holmium Laser Enucleation treatments of Benign Prostatic Hyperplasia",Jonathan Huynh,Icahn School of Medicine at Mount Sinai,Jonathan Huynh,IP03: Benign Prostatic Hyperplasia: Surgical Therapy & New Technology I,Abstract,2026-05-15,07:00,146B,,no,https://app.swapcard.com/event/2026-annual-meeting-washington-dc/planning/UGxhbm5pbmdfNDM4NDY3Nw==
IP03-04,IP03-04: Risk of Climacturia After Laser Enucleation of the Prostate for Benign Prostatic Obstruction,Ilaria Elena Zais,"ASST Settelaghi - University of Insubria, Varese - Italy",Ilaria Elena Zais,IP03: Benign Prostatic Hyperplasia: Surgical Therapy & New Technology I,Abstract,2026-05-15,07:00,146B,,no,https://app.swapcard.com/event/2026-annual-meeting-washington-dc/planning/UGxhbm5pbmdfNDM4NDY4NA==
IP03-05,IP03-05: Prostatic Urethral Lift in Young Men Seeking Ejaculatory and Fertility Preservation: Semen Parameters up to 18 Months follow-up,Nicola D'altilia,Policlinico Riuniti of Foggia,Nicola D'altilia,IP03: Benign Prostatic Hyperplasia: Surgical Therapy & New Technology I,Abstract,2026-05-15,07:00,146B,,no,https://app.swapcard.com/event/2026-annual-meeting-washington-dc/planning/UGxhbm5pbmdfNDM4NDY4MA==
IP03-06,"IP03-06: Sexual function outcomes of the 5-year treatment with Rezum compared to doxazosin, finasteride and combination drug therapy for men with benign prostatic hyperplasia: cohort data from the Medical Therapy of Prostatic Symptoms (MTOPS) Trial",Timothy Han,Loyola University Medical Center,Timothy Han,IP03: Benign Prostatic Hyperplasia: Surgical Therapy & New Technology I,Abstract,2026-05-15,07:00,146B,,no,https://app.swapcard.com/event/2026-annual-meeting-washington-dc/planning/UGxhbm5pbmdfNDM4NDY4Mw==
IP03-07,IP03-07: Comparative Risk of Erectile and Ejaculatory Dysfunction Following UroLift vs. Optilume in Men Undergoing Minimally Invasive BPH Therapy: A Propensity-Matched Cohort Study of 12-Month Outcomes,Eliad Amini,UC San Diego School of Medicine,Eliad Amini,IP03: Benign Prostatic Hyperplasia: Surgical Therapy & New Technology I,Abstract,2026-05-15,07:00,146B,,no,https://app.swapcard.com/event/2026-annual-meeting-washington-dc/planning/UGxhbm5pbmdfNDM4NDY4NQ==
IP03-08,IP03-08: Preservation of Sexual Function with Urocross Expander - A Novel Non-Permanent Prostatic Expander for LUTS/BPH,Kevin McVary,Stritch School of Medicine Loyola University Medical Center,Kevin McVary,IP03: Benign Prostatic Hyperplasia: Surgical Therapy & New Technology I,Abstract,2026-05-15,07:00,146B,,no,https://app.swapcard.com/event/2026-annual-meeting-washington-dc/planning/UGxhbm5pbmdfNDM4NDY4Nw==
IP03-10,IP03-10: Morcellation Safety Checklist Significantly Reduces Errors and Enhances Team Communication During HOLEP,Phillip Huffman,University of Wisconsin,Phillip Huffman,IP03: Benign Prostatic Hyperplasia: Surgical Therapy & New Technology I,Abstract,2026-05-15,07:00,146B,,no,https://app.swapcard.com/event/2026-annual-meeting-washington-dc/planning/UGxhbm5pbmdfNDM4NDY5MQ==
IP03-11,IP03-11: Effect of Local Anesthetic-Eluting Foley Catheter(Free-Foley) on Urethral Pain and Discomfort After HoLEP: A Randomized Controlled Trial,Youngjun Uhm,,Youngjun Uhm,IP03: Benign Prostatic Hyperplasia: Surgical Therapy & New Technology I,Abstract,2026-05-15,07:00,146B,,no,https://app.swapcard.com/event/2026-annual-meeting-washington-dc/planning/UGxhbm5pbmdfNDM4NTM5Mw==
IP03-12,"IP03-12: A Randomized, Placebo-Controlled Trial Evaluating Tadalafil 5 mg for Management of Early Storage Symptoms and Erectile Dysfunction After HoLEP",Mahmoud Laymon,"urology and nephrology center, Mansoura University, Egypt",Mahmoud Laymon,IP03: Benign Prostatic Hyperplasia: Surgical Therapy & New Technology I,Abstract,2026-05-15,07:00,146B,,no,https://app.swapcard.com/event/2026-annual-meeting-washington-dc/planning/UGxhbm5pbmdfNDM4NDY5MA==
IP03-13,IP03-13: Examining the Effects of Preoperative Bowel Function on Holmium Laser Enucleation of Prostate (HoLEP) Outcomes,Kyle Tsai,Northwestern Feinberg School of Medicine,Kyle Tsai,IP03: Benign Prostatic Hyperplasia: Surgical Therapy & New Technology I,Abstract,2026-05-15,07:00,146B,,no,https://app.swapcard.com/event/2026-annual-meeting-washington-dc/planning/UGxhbm5pbmdfNDM4NDY5Nw==
IP03-14,IP03-14: Comparative Efficacy and Outcomes of Holmium and its Moses 1.0 and Moses 2.0 Pulse Modulation Laser Modes in Patients Undergoing HoLEP for Treating LUTS in BPH Patients with Trainee Involvement,Juanita Velasquez Ospina,University of Miami,Juanita Velasquez Ospina,IP03: Benign Prostatic Hyperplasia: Surgical Therapy & New Technology I,Abstract,2026-05-15,07:00,146B,,no,https://app.swapcard.com/event/2026-annual-meeting-washington-dc/planning/UGxhbm5pbmdfNDM4NTM5NA==
IP03-15,IP03-15: Early Apical Release in Holmium Laser Enucleation of the Prostate. Is It Worth it? A Meta-Analysis and Meta-Regression on Perioperative and Postoperative Outcomes.,Marco Antonio Andrade Junior,Federal University of Minas Gerais,Marco Antonio Andrade Junior,IP03: Benign Prostatic Hyperplasia: Surgical Therapy & New Technology I,Abstract,2026-05-15,07:00,146B,,no,https://app.swapcard.com/event/2026-annual-meeting-washington-dc/planning/UGxhbm5pbmdfNDM4NDY5NQ==
IP03-16,IP03-16: HoLEP for Large and Mega Glands: Real-World Outcomes and Evidence of Size-Enhanced Efficiency,Yadong Lu,University of Rochester Medical Center,Yadong Lu,IP03: Benign Prostatic Hyperplasia: Surgical Therapy & New Technology I,Abstract,2026-05-15,07:00,146B,,no,https://app.swapcard.com/event/2026-annual-meeting-washington-dc/planning/UGxhbm5pbmdfNDM4NDcwMA==
IP03-17,IP03-17: Perioperative outcomes and prevalence of urethral strictures during surgery for benign prostatic hyperplasia: results from the GRAND study,Nikolaos Pyrgidis,Ludwig-Maximilian University of Munich,Nikolaos Pyrgidis,IP03: Benign Prostatic Hyperplasia: Surgical Therapy & New Technology I,Abstract,2026-05-15,07:00,146B,,no,https://app.swapcard.com/event/2026-annual-meeting-washington-dc/planning/UGxhbm5pbmdfNDM4NDY5OQ==
IP03-18,IP03-18: Plasma-Kinetic Enucleation of the Prostate (PKEP): Safety and Efficacy in Patients on Antiplatelet and Anticoagulant Therapy,David Yagudaev,WOLFSON MEDICAL CENTER,David Yagudaev,IP03: Benign Prostatic Hyperplasia: Surgical Therapy & New Technology I,Abstract,2026-05-15,07:00,146B,,no,https://app.swapcard.com/event/2026-annual-meeting-washington-dc/planning/UGxhbm5pbmdfNDM4NDcwNA==
IP03-19,IP03-19: Single Lateral Lobe Sparing Hemi-Holmium Laser Enucleation of the Prostate (Hemi-HoLEP) Outcomes Compared to Standard Whole-Gland HoLEP,Jenny Guo,Northwestern University,Jenny Guo,IP03: Benign Prostatic Hyperplasia: Surgical Therapy & New Technology I,Abstract,2026-05-15,07:00,146B,,no,https://app.swapcard.com/event/2026-annual-meeting-washington-dc/planning/UGxhbm5pbmdfNDM4NDcwMw==
IP03-20,IP03-20: Cost-Effectiveness of Contemporary BPH Surgical Options for Glands 30-80cc: Insights from a Microsimulation Model,Kelly Lehner,,Kelly Lehner,IP03: Benign Prostatic Hyperplasia: Surgical Therapy & New Technology I,Abstract,2026-05-15,07:00,146B,,no,https://app.swapcard.com/event/2026-annual-meeting-washington-dc/planning/UGxhbm5pbmdfNDM4NTM5NQ==
IP03-21,IP03-21: Three-Year Reintervention Outcomes After Rezum vs UroLift: A TriNetX Comparative Analysis,Chih-Wei Wu,Shin Kong Wu Ho-Su Memorial Hospital,Chih-Wei Wu,IP03: Benign Prostatic Hyperplasia: Surgical Therapy & New Technology I,Abstract,2026-05-15,07:00,146B,,no,https://app.swapcard.com/event/2026-annual-meeting-washington-dc/planning/UGxhbm5pbmdfNDM4NDcxMA==
IP03-22,IP03-22: Matched Comparative Analysis of Robot-assisted Simple Prostatectomy (RASP) versus Holmium Laser Enucleation (HoLEP) for Large (>100 ml) Benign Prostatic Hyperplasia (BPH): Experience from a High-volume Center,Attilio Barretta,"Division of Urology, IRCCS Azienda Ospedaliero-Universitaria di Bologna, Bologna, Italy",Attilio Barretta,IP03: Benign Prostatic Hyperplasia: Surgical Therapy & New Technology I,Abstract,2026-05-15,07:00,146B,,no,https://app.swapcard.com/event/2026-annual-meeting-washington-dc/planning/UGxhbm5pbmdfNDM4NDcwOA==
IP03-23,IP03-23: Multi-Institutional Outcomes of Robot-Assisted Simple Prostatectomy: A Retrospective Study by the ERUS Scientific Reconstructive Working Group,Yasmin Heiniger,,Yasmin Heiniger,IP03: Benign Prostatic Hyperplasia: Surgical Therapy & New Technology I,Abstract,2026-05-15,07:00,146B,,no,https://app.swapcard.com/event/2026-annual-meeting-washington-dc/planning/UGxhbm5pbmdfNDM4NDcxMQ==
IP03-24,IP03-24: Resident Surgical Learning Curve for Robotic-Assisted Simple Prostatectomy,Ali Nasrallah,The University of Texas Medical Branch,Ali Nasrallah,IP03: Benign Prostatic Hyperplasia: Surgical Therapy & New Technology I,Abstract,2026-05-15,07:00,146B,,no,https://app.swapcard.com/event/2026-annual-meeting-washington-dc/planning/UGxhbm5pbmdfNDM4NDcxMw==
IP03-25,IP03-25: Efficacy of Robot-Assisted Simple Prostatectomy in Prostatic Enlargements: A Comparative Study Above and Below 150 grams,Yakup Kordan,"Koc University, School of Medicine, Istanbul, Turkey",Yakup Kordan,IP03: Benign Prostatic Hyperplasia: Surgical Therapy & New Technology I,Abstract,2026-05-15,07:00,146B,,no,https://app.swapcard.com/event/2026-annual-meeting-washington-dc/planning/UGxhbm5pbmdfNDM4NDcwNQ==
IP03-26,IP03-26: Comparing Outcomes of Single-Port vs Multi-Port Robot-Assisted Simple Prostatectomy: A Prospective Single-Center Experience,Alfredo Maria Bove,"""Regina Elena"" National Cancer Institute",Alfredo Maria Bove,IP03: Benign Prostatic Hyperplasia: Surgical Therapy & New Technology I,Abstract,2026-05-15,07:00,146B,,no,https://app.swapcard.com/event/2026-annual-meeting-washington-dc/planning/UGxhbm5pbmdfNDM4NDcxNQ==
IP03-27,IP03-27: A longitudinal analysis of PSA following robotic-assisted simple prostatectomy,Gabriel Rodrigues,,Gabriel Rodrigues,IP03: Benign Prostatic Hyperplasia: Surgical Therapy & New Technology I,Abstract,2026-05-15,07:00,146B,,no,https://app.swapcard.com/event/2026-annual-meeting-washington-dc/planning/UGxhbm5pbmdfNDM4NDcxOA==
IP03-28,IP03-28: Predictors of Same-Day Discharge Trifecta Following Single Port Transvesical Robotic Simple Prostatectomy: A Report from the Single Port Advanced Research Consortium (SPARC),Rui Miguel Marques Bernardino,Cleveland Clinic,Rui Miguel Marques Bernardino,IP03: Benign Prostatic Hyperplasia: Surgical Therapy & New Technology I,Abstract,2026-05-15,07:00,146B,,no,https://app.swapcard.com/event/2026-annual-meeting-washington-dc/planning/UGxhbm5pbmdfNDM4NDcyMw==
IP03-29,IP03-29: Development of a High-Fidelity Surgical Training Model for Single-Port Robot-Assisted Transvesical Simple Prostatectomy (SP-RASP),Ian Spears,,Ian Spears,IP03: Benign Prostatic Hyperplasia: Surgical Therapy & New Technology I,Abstract,2026-05-15,07:00,146B,,no,https://app.swapcard.com/event/2026-annual-meeting-washington-dc/planning/UGxhbm5pbmdfNDM4NDcyMQ==
IP03-30,IP03-30: Implementation of mini-HoLEP (MiLEP) in Very Large Prostates: A Propensity Score–Matched Study,Yotam Veredgorn,Tel Aviv Medical Center,Yotam Veredgorn,IP03: Benign Prostatic Hyperplasia: Surgical Therapy & New Technology I,Abstract,2026-05-15,07:00,146B,,no,https://app.swapcard.com/event/2026-annual-meeting-washington-dc/planning/UGxhbm5pbmdfNDM4NDcyMg==
IP04-01,"IP04-01: Assistance of Large Language Model-based AI Agent in Preoperative Communication Reduces Anxiety of Prostate Cancer Patients and Workload of Clinicians: A Prospective, Randomized, Phase II Trial",Zheng Liu,,Zheng Liu,IP04: Surgical Technology & Simulation: Artificial Intelligence,Abstract,2026-05-15,07:00,146C,,no,https://app.swapcard.com/event/2026-annual-meeting-washington-dc/planning/UGxhbm5pbmdfNDM4NDcyNg==
IP04-02,"IP04-02: Predicting 1-year Erectile Function Recovery after Robotic-Assisted Radical Prostatectomy from Raw Surgical Video via an Automated, Artificial Intelligence-Based System",Jasmine Lin,Cedars Sinai Medical Center,Jasmine Lin,IP04: Surgical Technology & Simulation: Artificial Intelligence,Abstract,2026-05-15,07:00,146C,,no,https://app.swapcard.com/event/2026-annual-meeting-washington-dc/planning/UGxhbm5pbmdfNDM4NDcyNQ==
IP04-03,IP04-03: A Non-invasive MRI-based Multimodal Fusion Deep Learning Model (MF-DLM) for Predicting Overall Survival in Bladder Cancer: A Multicenter Retrospective Study,Xiao Yang,,Xiao Yang,IP04: Surgical Technology & Simulation: Artificial Intelligence,Abstract,2026-05-15,07:00,146C,,no,https://app.swapcard.com/event/2026-annual-meeting-washington-dc/planning/UGxhbm5pbmdfNDM4NDcxNw==
IP04-04,IP04-04: Development and validation of a deep learning tool for automated reading of fluorescence confocal microscopy images in radical prostatectomy,Nikhil Mayor,,Nikhil Mayor,IP04: Surgical Technology & Simulation: Artificial Intelligence,Abstract,2026-05-15,07:00,146C,,no,https://app.swapcard.com/event/2026-annual-meeting-washington-dc/planning/UGxhbm5pbmdfNDM4NDczMA==
IP04-05,"IP04-05: Generating Natural-Language Surgical Feedback Directly from Video by Extracting Essential Components: Instrument, Action, Target Tissue",Sun Kim,Cedars-Sinai Medical Center,Sun Kim,IP04: Surgical Technology & Simulation: Artificial Intelligence,Abstract,2026-05-15,07:00,146C,,no,https://app.swapcard.com/event/2026-annual-meeting-washington-dc/planning/UGxhbm5pbmdfNDM4NDcyOQ==
